"KENYA IEBC ADMINISTRATIVE UNITS - Counties, Constituencies & Wards (2022 General Election)",,,,,,
39,BUNGOMA,224,TONGAREN,1115,MBAKALO,13311
39,BUNGOMA,224,TONGAREN,1116,NAITIRI/KABUYEFWE,16232
39,BUNGOMA,224,TONGAREN,1117,MILIMA,15700
39,BUNGOMA,224,TONGAREN,1118,NDALU/TABANI,11250
39,BUNGOMA,224,TONGAREN,1119,TONGAREN,15124
39,BUNGOMA,224,TONGAREN,1120,SOYSAMBU/MITUA,13335
40,BUSIA,225,TESO NORTH,1121,MALABA CENTRAL,13248
40,BUSIA,225,TESO NORTH,1122,MALABA NORTH,8401
40,BUSIA,225,TESO NORTH,1123,ANG'URAI SOUTH,9821
40,BUSIA,225,TESO NORTH,1124,ANG'URAI NORTH,10148
40,BUSIA,225,TESO NORTH,1125,ANG'URAI EAST,7764
40,BUSIA,225,TESO NORTH,1126,MALABA SOUTH,10413
40,BUSIA,226,TESO SOUTH,1127,ANG'OROM,13730
40,BUSIA,226,TESO SOUTH,1128,CHAKOL SOUTH,15351
40,BUSIA,226,TESO SOUTH,1129,CHAKOL NORTH,9450
40,BUSIA,226,TESO SOUTH,1130,AMUKURA WEST,8862
40,BUSIA,226,TESO SOUTH,1131,AMUKURA EAST,11549
40,BUSIA,226,TESO SOUTH,1132,AMUKURA CENTRAL,12326
40,BUSIA,227,NAMBALE,1133,NAMBALE TOWNSHIP,17638
40,BUSIA,227,NAMBALE,1134,BUKHAYO NORTH/WALTSI,10945
40,BUSIA,227,NAMBALE,1135,BUKHAYO EAST,11614
40,BUSIA,227,NAMBALE,1136,BUKHAYO CENTRAL,10348
40,BUSIA,228,MATAYOS,1137,BUKHAYO WEST,17548
40,BUSIA,228,MATAYOS,1138,MAYENJE,8184
40,BUSIA,228,MATAYOS,1139,MATAYOS SOUTH,15980
40,BUSIA,228,MATAYOS,1140,BUSIBWABO,6500
40,BUSIA,228,MATAYOS,1141,BURUMBA,19496
40,BUSIA,229,BUTULA,1142,MARACHI WEST,11575
40,BUSIA,229,BUTULA,1143,KINGANDOLE,9906
40,BUSIA,229,BUTULA,1144,MARACHI CENTRAL,11685
40,BUSIA,229,BUTULA,1145,MARACHI EAST,11105
40,BUSIA,229,BUTULA,1146,MARACHI NORTH,12937
40,BUSIA,229,BUTULA,1147,ELUGULU,10169
40,BUSIA,230,FUNYULA,1148,NAMBOBOTO NAMBUKU,15900
40,BUSIA,230,FUNYULA,1149,NANGINA,12527
40,BUSIA,230,FUNYULA,1150,AGENG'A NANGUBA,14284
40,BUSIA,230,FUNYULA,1151,BWIRI,11320
40,BUSIA,231,BUDALANGI,1152,BUNYALA CENTRAL,7725
40,BUSIA,231,BUDALANGI,1153,BUNYALA NORTH,13637
40,BUSIA,231,BUDALANGI,1154,BUNYALA WEST,14863
40,BUSIA,231,BUDALANGI,1155,BUNYALA SOUTH,9807
41,SIAYA,232,UGENYA,1156,WEST UGENYA,18973
41,SIAYA,232,UGENYA,1157,UKWALA,14870
41,SIAYA,232,UGENYA,1158,NORTH UGENYA,16987
41,SIAYA,232,UGENYA,1159,EAST UGENYA,18197
41,SIAYA,233,UGUNJA,1160,SIDINDI,14980
41,SIAYA,233,UGUNJA,1161,SIGOMERE,18052
41,SIAYA,233,UGUNJA,1162,UGUNJA,27082
41,SIAYA,234,ALEGO USONGA,1163,USONGA,9273
41,SIAYA,234,ALEGO USONGA,1164,WEST ALEGO,19154
41,SIAYA,234,ALEGO USONGA,1165,CENTRAL ALEGO,18893
41,SIAYA,234,ALEGO USONGA,1166,SIAYA TOWNSHIP,26832
41,SIAYA,234,ALEGO USONGA,1167,NORTH ALEGO,19005
41,SIAYA,234,ALEGO USONGA,1168,SOUTH EAST ALEGO,28845
41,SIAYA,235,GEM,1169,NORTH GEM,19321
41,SIAYA,235,GEM,1170,WEST GEM,14228
41,SIAYA,235,GEM,1171,CENTRAL GEM,13633
41,SIAYA,235,GEM,1172,YALA TOWNSHIP,13874
41,SIAYA,235,GEM,1173,EAST GEM,13952
41,SIAYA,235,GEM,1174,SOUTH GEM,18560
41,SIAYA,236,BONDO,1175,WEST YIMBO,15638
41,SIAYA,236,BONDO,1176,CENTRAL SAKWA,13782
41,SIAYA,236,BONDO,1177,SOUTH SAKWA,14827
41,SIAYA,236,BONDO,1178,YIMBO EAST,17008
41,SIAYA,236,BONDO,1179,WEST SAKWA,21323
41,SIAYA,236,BONDO,1180,NORTH SAKWA,21457
41,SIAYA,237,RARIEDA,1181,EAST ASEMBO,21741
41,SIAYA,237,RARIEDA,1182,WEST ASEMBO,21599
41,SIAYA,237,RARIEDA,1183,NORTH UYOMA,13158
41,SIAYA,237,RARIEDA,1184,SOUTH UYOMA,11140
41,SIAYA,237,RARIEDA,1185,WEST UYOMA,17211
42,KISUMU,238,KISUMU EAST,1186,KAJULU,26717
42,KISUMU,238,KISUMU EAST,1187,KOLWA EAST,15294
42,KISUMU,238,KISUMU EAST,1188,MANYATTA 'B',15095
42,KISUMU,238,KISUMU EAST,1189,NYALENDA 'A',13765
42,KISUMU,238,KISUMU EAST,1190,KOLWA CENTRAL,22306
42,KISUMU,239,KISUMU WEST,1191,SOUTH WEST KISUMU,15592
42,KISUMU,239,KISUMU WEST,1192,CENTRAL KISUMU,21829
42,KISUMU,239,KISUMU WEST,1193,KISUMU NORTH,17599
42,KISUMU,239,KISUMU WEST,1194,WEST KISUMU,13932
42,KISUMU,239,KISUMU WEST,1195,NORTH WEST KISUMU,13975
42,KISUMU,240,KISUMU CENTRAL,1196,RAILWAYS,25365
42,KISUMU,240,KISUMU CENTRAL,1197,MIGOSI,18193
42,KISUMU,240,KISUMU CENTRAL,1198,SHAURIMOYO KALOLENI,17675
42,KISUMU,240,KISUMU CENTRAL,1199,MARKET MILIMANI,29278
42,KISUMU,240,KISUMU CENTRAL,1200,KONDELE,23019
42,KISUMU,240,KISUMU CENTRAL,1201,NYALENDA B,16619
42,KISUMU,241,SEME,1202,WEST SEME,17896
42,KISUMU,241,SEME,1203,CENTRAL SEME,14995
42,KISUMU,241,SEME,1204,EAST SEME,13920
42,KISUMU,241,SEME,1205,NORTH SEME,15234
42,KISUMU,242,NYANDO,1206,EAST KANO/WAWIDHI,10146
42,KISUMU,242,NYANDO,1207,AWASI/ONJIKO,18448
42,KISUMU,242,NYANDO,1208,AHERO,18131
42,KISUMU,242,NYANDO,1209,KABONYO/KANYAGWAL,13012
42,KISUMU,242,NYANDO,1210,KOBURA,21020
42,KISUMU,243,MUHORONI,1211,MIWANI,10846
42,KISUMU,243,MUHORONI,1212,OMBEYI,13969
42,KISUMU,243,MUHORONI,1213,MASOGO/NYANG'OMA,18629
42,KISUMU,243,MUHORONI,1214,CHEMELIL,16933
42,KISUMU,243,MUHORONI,1215,MUHORONI/KORU,19388
42,KISUMU,244,NYAKACH,1216,SOUTH WEST NYAKACH,10003
42,KISUMU,244,NYAKACH,1217,NORTH NYAKACH,21438
42,KISUMU,244,NYAKACH,1218,CENTRAL NYAKACH,14199
42,KISUMU,244,NYAKACH,1219,WEST NYAKACH,14900
42,KISUMU,244,NYAKACH,1220,SOUTH EAST NYAKACH,17394
43,HOMA BAY,245,KASIPUL,1221,WEST KASIPUL,14303
43,HOMA BAY,245,KASIPUL,1222,SOUTH KASIPUL,14318
43,HOMA BAY,245,KASIPUL,1223,CENTRAL KASIPUL,15476
43,HOMA BAY,245,KASIPUL,1224,EAST KAMAGAK,9074
43,HOMA BAY,245,KASIPUL,1225,WEST KAMAGAK,14342
43,HOMA BAY,246,KABONDO KASIPUL,1226,KABONDO EAST,17062
43,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,16927
43,HOMA BAY,246,KABONDO KASIPUL,1228,KOKWANYO/KAKELO,15402
43,HOMA BAY,246,KABONDO KASIPUL,1229,KOJWACH,10519
43,HOMA BAY,247,KARACHUONYO,1230,WEST KARACHUONYO,11870
43,HOMA BAY,247,KARACHUONYO,1231,NORTH KARACHUONYO,13731
43,HOMA BAY,247,KARACHUONYO,1232,CENTRAL,12560
43,HOMA BAY,247,KARACHUONYO,1233,KANYALUO,11255
43,HOMA BAY,247,KARACHUONYO,1234,KIBIRI,12053
43,HOMA BAY,247,KARACHUONYO,1235,WANGCHIENG,19362
43,HOMA BAY,247,KARACHUONYO,1236,KENDU BAY TOWN,13350
43,HOMA BAY,248,RANGWE,1237,WEST GEM,12456
43,HOMA BAY,248,RANGWE,1238,EAST GEM,13448
43,HOMA BAY,248,RANGWE,1239,KAGAN,16000
43,HOMA BAY,248,RANGWE,1240,KOCHIA,16982
43,HOMA BAY,249,HOMA BAY TOWN,1241,HOMA BAY CENTRAL,21119
43,HOMA BAY,249,HOMA BAY TOWN,1242,HOMA BAY ARUJO,13283
43,HOMA BAY,249,HOMA BAY TOWN,1243,HOMA BAY WEST,8283
43,HOMA BAY,249,HOMA BAY TOWN,1244,HOMA BAY EAST,15650
43,HOMA BAY,250,NDHIWA,1245,KWABWAI,16085
43,HOMA BAY,250,NDHIWA,1246,KANYADOTO,9315
43,HOMA BAY,250,NDHIWA,1247,KANYIKELA,5350
43,HOMA BAY,250,NDHIWA,1248,KABUOCH NORTH,19358
43,HOMA BAY,250,NDHIWA,1249,KABUOCH SOUTH/PALA,13741
43,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,13399
43,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,19486
43,HOMA BAY,251,SUBA NORTH,1252,MFANGANO ISLAND,10569
43,HOMA BAY,251,SUBA NORTH,1253,RUSINGA ISLAND,14320
43,HOMA BAY,251,SUBA NORTH,1254,KASGUNGA,12876
43,HOMA BAY,251,SUBA NORTH,1255,GEMBE,9941
43,HOMA BAY,251,SUBA NORTH,1256,LAMBWE,12968
43,HOMA BAY,252,SUBA SOUTH,1257,GWASSI SOUTH,18433
43,HOMA BAY,252,SUBA SOUTH,1258,GWASSI NORTH,15405
43,HOMA BAY,252,SUBA SOUTH,1259,KAKSINGRI WEST,13960
43,HOMA BAY,252,SUBA SOUTH,1260,RUMA-KAKSINGRI,7040
44,MIGORI,253,RONGO,1261,NORTH KAMAGAMBO,10426
44,MIGORI,253,RONGO,1262,CENTRAL KAMAGAMBO,19077
44,MIGORI,253,RONGO,1263,EAST KAMAGAMBO,16141
44,MIGORI,253,RONGO,1264,SOUTH KAMAGAMBO,13537
44,MIGORI,254,AWENDO,1265,NORTH SAKWA,11768
44,MIGORI,254,AWENDO,1266,SOUTH SAKWA,17750
44,MIGORI,254,AWENDO,1267,WEST SAKWA,11831
44,MIGORI,254,AWENDO,1268,CENTRAL SAKWA,14623
44,MIGORI,255,SUNA EAST,1269,GOD JOPE,10344
44,MIGORI,255,SUNA EAST,1270,SUNA CENTRAL,18244
44,MIGORI,255,SUNA EAST,1271,KAKRAO,16948
44,MIGORI,255,SUNA EAST,1272,KWA,8929
44,MIGORI,256,SUNA WEST,1273,WIGA,13692
44,MIGORI,256,SUNA WEST,1274,WASWETA II,12007
44,MIGORI,256,SUNA WEST,1275,RAGANA-ORUBA,20216
44,MIGORI,256,SUNA WEST,1276,WASIMBETE,10771
44,MIGORI,257,URIRI,1277,WEST KANYAMKAGO,14886
44,MIGORI,257,URIRI,1278,NORTH KANYAMKAGO,16336
44,MIGORI,257,URIRI,1279,CENTRAL KANYAMKAGO,10295
44,MIGORI,257,URIRI,1280,SOUTH KANYAMKAGO,16057
44,MIGORI,257,URIRI,1281,EAST KANYAMKAGO,7489
44,MIGORI,258,NYATIKE,1282,KACHIEN'G,10551
44,MIGORI,258,NYATIKE,1283,KANYASA,7748
44,MIGORI,258,NYATIKE,1284,NORTH KADEM,15113
44,MIGORI,258,NYATIKE,1285,MACALDER/KANYARWANDA,13187
44,MIGORI,258,NYATIKE,1286,KALER,5727
44,MIGORI,258,NYATIKE,1287,GOT KACHOLA,10923
44,MIGORI,258,NYATIKE,1288,MUHURU,10183
44,MIGORI,259,KURIA WEST,1289,BUKIRA EAST,8957
44,MIGORI,259,KURIA WEST,1290,BUKIRA CENTRL/IKEREGE,7865
44,MIGORI,259,KURIA WEST,1291,ISIBANIA,9169
44,MIGORI,259,KURIA WEST,1292,MAKERERO,6056
44,MIGORI,259,KURIA WEST,1293,MASABA,9214
44,MIGORI,259,KURIA WEST,1294,TAGARE,9780
44,MIGORI,259,KURIA WEST,1295,NYAMOSENSE/KOMOSOKO,11203
44,MIGORI,260,KURIA EAST,1296,GOKEHARAKA/GETAMBWEGA,7962
44,MIGORI,260,KURIA EAST,1297,NTIMARU WEST,8628
44,MIGORI,260,KURIA EAST,1298,NTIMARU EAST,5591
44,MIGORI,260,KURIA EAST,1299,NYABASI EAST,8930
44,MIGORI,260,KURIA EAST,1300,NYABASI WEST,10865
45,KISII,261,BONCHARI,1301,BOMARIBA,11167
45,KISII,261,BONCHARI,1302,BOGIAKUMU,17744
45,KISII,261,BONCHARI,1303,BOMORENDA,17363
45,KISII,261,BONCHARI,1304,RIANA,18356
45,KISII,262,SOUTH MUGIRANGO,1305,TABAKA,16395
45,KISII,262,SOUTH MUGIRANGO,1306,BOIKANG'A,10127
45,KISII,262,SOUTH MUGIRANGO,1307,BOGETENGA,14408
45,KISII,262,SOUTH MUGIRANGO,1308,BORABU/CHITAGO,17760
45,KISII,262,SOUTH MUGIRANGO,1309,MOTICHO,12699
45,KISII,262,SOUTH MUGIRANGO,1310,GETENGA,7615
45,KISII,263,BOMACHOGE BORABU,1311,BOMBABA BORABU,12474
45,KISII,263,BOMACHOGE BORABU,1312,BOOCHI BORABU,8650
45,KISII,263,BOMACHOGE BORABU,1313,BOKIMONGE,18795
45,KISII,263,BOMACHOGE BORABU,1314,MAGENCHE,17072
45,KISII,264,BOBASI,1315,MASIGE WEST,12614
45,KISII,264,BOBASI,1316,MASIGE EAST,11667
45,KISII,264,BOBASI,1317,BASI CENTRAL,13122
45,KISII,264,BOBASI,1318,NYACHEKI,16988
45,KISII,264,BOBASI,1319,BASI BOGETAORIO,16319
45,KISII,264,BOBASI,1320,BOBASI CHACHE,12997
45,KISII,264,BOBASI,1321,SAMETA/MOKWERERO,11884
45,KISII,264,BOBASI,1322,BOBASI BOITANGARE,10469
45,KISII,265,BOMACHOGE CHACHE,1323,MAJOGE BASI,13016
45,KISII,265,BOMACHOGE CHACHE,1324,BOOCHI/TENDERE,17987
45,KISII,265,BOMACHOGE CHACHE,1325,BOSOTI/SENGERA,18298
45,KISII,266,NYARIBARI MASABA,1326,ICHUNI,15662
45,KISII,266,NYARIBARI MASABA,1327,NYAMASIBI,11782
45,KISII,266,NYARIBARI MASABA,1328,MASIMBA,14188
45,KISII,266,NYARIBARI MASABA,1329,GESUSU,14569
45,KISII,266,NYARIBARI MASABA,1330,KIAMOKAMA,12392
45,KISII,267,NYARIBARI CHACHE,1331,BOBARACHO,19235
45,KISII,267,NYARIBARI CHACHE,1332,KISII CENTRAL,24550
45,KISII,267,NYARIBARI CHACHE,1333,KEUMBU,10022
45,KISII,267,NYARIBARI CHACHE,1334,KIOGORO,10510
45,KISII,267,NYARIBARI CHACHE,1335,BIRONGO,11320
45,KISII,267,NYARIBARI CHACHE,1336,IBENO,12916
45,KISII,268,KITUTU CHACHE NORTH,1337,MONYERERO,15350
45,KISII,268,KITUTU CHACHE NORTH,1338,SENSI,15165
45,KISII,268,KITUTU CHACHE NORTH,1339,MARANI,15466
45,KISII,268,KITUTU CHACHE NORTH,1340,KEGOGI,10989
45,KISII,269,KITUTU CHACHE SOUTH,1341,BOGUSERO,12271
45,KISII,269,KITUTU CHACHE SOUTH,1342,BOGEKA,7774
45,KISII,269,KITUTU CHACHE SOUTH,1343,NYAKOE,12178
45,KISII,269,KITUTU CHACHE SOUTH,1344,KITUTU CENTRAL,24345
45,KISII,269,KITUTU CHACHE SOUTH,1345,NYATIEKO,10340
46,NYAMIRA,270,KITUTU MASABA,1346,RIGOMA,19808
46,NYAMIRA,270,KITUTU MASABA,1347,GACHUBA,16245
46,NYAMIRA,270,KITUTU MASABA,1348,KEMERA,18264
46,NYAMIRA,270,KITUTU MASABA,1349,MAGOMBO,13683
46,NYAMIRA,270,KITUTU MASABA,1350,MANGA,19212
46,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,19057
46,NYAMIRA,271,WEST MUGIRANGO,1352,NYAMAIYA,16431
46,NYAMIRA,271,WEST MUGIRANGO,1353,BOGICHORA,21267
46,NYAMIRA,271,WEST MUGIRANGO,1354,BOSAMARO,20028
46,NYAMIRA,271,WEST MUGIRANGO,1355,BONYAMATUTA,15455
46,NYAMIRA,271,WEST MUGIRANGO,1356,TOWNSHIP,15018
46,NYAMIRA,272,NORTH MUGIRANGO,1357,ITIBO,13950
46,NYAMIRA,272,NORTH MUGIRANGO,1358,BOMWAGAMO,10152
46,NYAMIRA,272,NORTH MUGIRANGO,1359,BOKEIRA,13595
46,NYAMIRA,272,NORTH MUGIRANGO,1360,MAGWAGWA,12780
46,NYAMIRA,272,NORTH MUGIRANGO,1361,EKERENYO,14273
46,NYAMIRA,273,BORABU,1362,MEKENENE,10730
46,NYAMIRA,273,BORABU,1363,KIABONYORU,22625
46,NYAMIRA,273,BORABU,1364,NYANSIONGO,16050
46,NYAMIRA,273,BORABU,1365,ESISE,14660
47,NAIROBI CITY,274,WESTLANDS,1366,KITISURU,29237
47,NAIROBI CITY,274,WESTLANDS,1367,PARKLANDS/HIGHRIDGE,37144
47,NAIROBI CITY,274,WESTLANDS,1368,KARURA,29548
47,NAIROBI CITY,274,WESTLANDS,1369,KANGEMI,32551
47,NAIROBI CITY,274,WESTLANDS,1370,MOUNTAIN VIEW,32259
47,NAIROBI CITY,275,DAGORETTI NORTH,1371,KILIMANI,38927
47,NAIROBI CITY,275,DAGORETTI NORTH,1372,KAWANGWARE,28468
47,NAIROBI CITY,275,DAGORETTI NORTH,1373,GATINA,34831
47,NAIROBI CITY,275,DAGORETTI NORTH,1374,KILELESHWA,26343
47,NAIROBI CITY,275,DAGORETTI NORTH,1375,KABIRO,29090
47,NAIROBI CITY,276,DAGORETTI SOUTH,1376,MUTU-INI,13484
47,NAIROBI CITY,276,DAGORETTI SOUTH,1377,NGANDO,24892
47,NAIROBI CITY,276,DAGORETTI SOUTH,1378,RIRUTA,37766
47,NAIROBI CITY,276,DAGORETTI SOUTH,1379,UTHIRU/RUTHIMITU,19657
47,NAIROBI CITY,276,DAGORETTI SOUTH,1380,WAITHAKA,19131
47,NAIROBI CITY,277,LANGATA,1381,KAREN,34450
47,NAIROBI CITY,277,LANGATA,1382,NAIROBI WEST,18386
47,NAIROBI CITY,277,LANGATA,1383,MUGUMU-INI,37864
47,NAIROBI CITY,277,LANGATA,1384,SOUTH C,33149
47,NAIROBI CITY,277,LANGATA,1385,NYAYO HIGHRISE,21800
47,NAIROBI CITY,278,KIBRA,1386,LAINI SABA,19378
47,NAIROBI CITY,278,KIBRA,1387,LINDI,19082
47,NAIROBI CITY,278,KIBRA,1388,MAKINA,28408
47,NAIROBI CITY,278,KIBRA,1389,WOODLEY/KENYATTA GOLF COURSE,28972
47,NAIROBI CITY,278,KIBRA,1390,SARANGOMBE,32442
47,NAIROBI CITY,279,ROYSAMBU,1391,GITHURAI,35899
47,NAIROBI CITY,279,ROYSAMBU,1392,KAHAWA WEST,38586
47,NAIROBI CITY,279,ROYSAMBU,1393,ZIMMERMAN,30701
47,NAIROBI CITY,279,ROYSAMBU,1394,ROYSAMBU,31158
47,NAIROBI CITY,279,ROYSAMBU,1395,KAHAWA,17428
47,NAIROBI CITY,280,KASARANI,1396,CLAY CITY,34387
47,NAIROBI CITY,280,KASARANI,1397,MWIKI,27837
47,NAIROBI CITY,280,KASARANI,1398,KASARANI,27525
47,NAIROBI CITY,280,KASARANI,1399,NJIRU,28140
47,NAIROBI CITY,280,KASARANI,1400,RUAI,37361
47,NAIROBI CITY,281,RUARAKA,1401,BABA DOGO,29419
47,NAIROBI CITY,281,RUARAKA,1402,UTALII,27599
47,NAIROBI CITY,281,RUARAKA,1403,MATHARE NORTH,29334
47,NAIROBI CITY,281,RUARAKA,1404,LUCKY SUMMER,20690
47,NAIROBI CITY,281,RUARAKA,1405,KOROGOCHO,17440
47,NAIROBI CITY,282,EMBAKASI SOUTH,1406,IMARA DAIMA,38096
47,NAIROBI CITY,282,EMBAKASI SOUTH,1407,KWA NJENGA,28554
47,NAIROBI CITY,282,EMBAKASI SOUTH,1408,KWA REUBEN,33591
47,NAIROBI CITY,282,EMBAKASI SOUTH,1409,PIPELINE,37900
47,NAIROBI CITY,282,EMBAKASI SOUTH,1410,KWARE,29812
47,NAIROBI CITY,283,EMBAKASI NORTH,1411,KARIOBANGI NORTH,24500
47,NAIROBI CITY,283,EMBAKASI NORTH,1412,DANDORA AREA I,20543
47,NAIROBI CITY,283,EMBAKASI NORTH,1413,DANDORA AREA II,19761
47,NAIROBI CITY,283,EMBAKASI NORTH,1414,DANDORA AREA III,21247
47,NAIROBI CITY,283,EMBAKASI NORTH,1415,DANDORA AREA IV,27293
47,NAIROBI CITY,284,EMBAKASI CENTRAL,1416,KAYOLE NORTH,25563
47,NAIROBI CITY,284,EMBAKASI CENTRAL,1417,KAYOLE CENTRAL,26855
47,NAIROBI CITY,284,EMBAKASI CENTRAL,1418,KAYOLE SOUTH,41154
47,NAIROBI CITY,284,EMBAKASI CENTRAL,1419,KOMAROCK,33127
47,NAIROBI CITY,284,EMBAKASI CENTRAL,1420,MATOPENI/SPRING VALLEY,19193
47,NAIROBI CITY,285,EMBAKASI EAST,1421,UPPER SAVANNAH,28928
47,NAIROBI CITY,285,EMBAKASI EAST,1422,LOWER SAVANNAH,30104
47,NAIROBI CITY,285,EMBAKASI EAST,1423,EMBAKASI,46291
47,NAIROBI CITY,285,EMBAKASI EAST,1424,UTAWALA,25707
47,NAIROBI CITY,285,EMBAKASI EAST,1425,MIHANGO,23569
47,NAIROBI CITY,286,EMBAKASI WEST,1426,UMOJA I,40554
47,NAIROBI CITY,286,EMBAKASI WEST,1427,UMOJA II,39562
47,NAIROBI CITY,286,EMBAKASI WEST,1428,MOWLEM,23423
47,NAIROBI CITY,286,EMBAKASI WEST,1429,KARIOBANGI SOUTH,38339
47,NAIROBI CITY,287,MAKADARA,1430,MARINGO/HAMZA,39821
47,NAIROBI CITY,287,MAKADARA,1431,VIWANDANI,24650
47,NAIROBI CITY,287,MAKADARA,1432,HARAMBEE,36498
47,NAIROBI CITY,287,MAKADARA,1433,MAKONGENI,28658
47,NAIROBI CITY,288,KAMUKUNJI,1434,PUMWANI,39130
47,NAIROBI CITY,288,KAMUKUNJI,1435,EASTLEIGH NORTH,27523
47,NAIROBI CITY,288,KAMUKUNJI,1436,EASTLEIGH SOUTH,28019
47,NAIROBI CITY,288,KAMUKUNJI,1437,AIRBASE,16352
47,NAIROBI CITY,288,KAMUKUNJI,1438,CALIFORNIA,17492
47,NAIROBI CITY,289,STAREHE,1439,NAIROBI CENTRAL,52186
47,NAIROBI CITY,289,STAREHE,1440,NGARA,27816
47,NAIROBI CITY,289,STAREHE,1441,PANGANI,18494
47,NAIROBI CITY,289,STAREHE,1442,ZIWANI/KARIOKOR,16790
47,NAIROBI CITY,289,STAREHE,1443,LANDIMAWE,20436
47,NAIROBI CITY,289,STAREHE,1444,NAIROBI SOUTH,33853
47,NAIROBI CITY,290,MATHARE,1445,HOSPITAL,12512
47,NAIROBI CITY,290,MATHARE,1446,MABATINI,20976
47,NAIROBI CITY,290,MATHARE,1447,HURUMA,23018
47,NAIROBI CITY,290,MATHARE,1448,NGEI,24699
47,NAIROBI CITY,290,MATHARE,1449,MLANGO KUBWA,22765
47,NAIROBI CITY,290,MATHARE,1450,KIAMAIKO,19193